Race,val1_All,val2_All,val3_All,val4_All,val5_All,val6_All,val7_All,val8_All,val9_All,val10_All,val11_All,val12_All,Source_All,School_All,val1_SA,val2_SA,val3_SA,val4_SA,val5_SA,val6_SA,val7_SA,val8_SA,val9_SA,val10_SA,val11_SA,val12_SA,val13,val14,val15,val16,val17,val18,Source_SA,School_SA,val19,val20,val21,val22,val23,val24,val25,val26,val27,val28,val29,val30,val31,val32,val33,val34,val35,val36,val37,val38,val39,val40,val41,val42,val43,val44,val45,val46,val47,val48,val49,val50
Black,74,34,281,40,106,42,328,42,180,39,609,41,All Students,Western Illinois University,8,25,44,43,63,51,0,-,8,63,10,70,8,25,52,46,73,53,Student-Athletes,Western Illinois University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic,58,57,185,50,56,50,173,51,114,54,358,51,All Students,Western Illinois University,***,***,3,67,5,100,***,***,4,75,3,100,***,***,7,71,8,100,Student-Athletes,Western Illinois University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Haw./PI,0,-,***,***,0,-,***,***,0,-,***,***,All Students,Western Illinois University,0,-,***,***,***,***,0,-,***,***,***,***,0,-,***,***,***,***,Student-Athletes,Western Illinois University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-R Alien,7,57,30,57,3,67,24,79,10,60,54,67,All Students,Western Illinois University,***,***,***,***,11,73,***,***,***,***,4,75,***,***,***,***,15,73,Student-Athletes,Western Illinois University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two or More,0,-,6,33,0,-,9,0,0,-,15,13,All Students,Western Illinois University,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,Student-Athletes,Western Illinois University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,63,43,***,***,30,73,***,***,93,53,***,***,All Students,Western Illinois University,***,***,***,***,8,75,***,***,***,***,8,75,***,***,***,***,16,75,Student-Athletes,Western Illinois University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,768,55,3169,55,738,62,3039,60,1506,59,6208,57,All Students,Western Illinois University,24,83,107,73,146,79,27,70,120,74,110,89,51,76,227,74,256,83,Student-Athletes,Western Illinois University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,991,53,3940,54,952,60,3773,57,1943,56,7713,56,All Students,Western Illinois University,37,70,162,64,237,71,32,69,138,73,138,86,69,70,300,68,375,77,Student-Athletes,Western Illinois University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am. Ind./AN,3,0,12,25,3,0,15,33,6,0,27,30,All Students,Western Kentucky University,0,-,***,***,***,***,0,-,***,***,***,***,0,-,***,***,***,***,Student-Athletes,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,10,40,31,39,17,59,47,55,27,52,78,49,All Students,Western Kentucky University,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,Student-Athletes,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,74,35,260,33,97,37,389,36,171,36,649,35,All Students,Western Kentucky University,15,40,48,48,55,64,5,40,14,43,22,77,20,40,62,47,77,68,Student-Athletes,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic,11,36,43,44,20,40,61,46,31,39,104,45,All Students,Western Kentucky University,***,***,***,***,0,-,***,***,***,***,3,100,***,***,***,***,3,100,Student-Athletes,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Haw./PI,0,-,9,44,0,-,0,-,0,-,9,44,All Students,Western Kentucky University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-R Alien,10,50,27,52,8,75,31,61,18,61,58,57,All Students,Western Kentucky University,0,-,7,71,10,80,0,-,3,67,4,100,0,-,10,70,14,86,Student-Athletes,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two or More,0,-,0,-,0,-,0,-,0,-,0,-,All Students,Western Kentucky University,0,-,***,***,***,***,0,-,***,***,***,***,0,-,***,***,***,***,Student-Athletes,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,16,44,69,35,17,47,65,58,33,45,134,46,All Students,Western Kentucky University,***,***,4,25,5,60,***,***,4,100,4,100,***,***,8,63,9,78,Student-Athletes,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,893,48,3537,48,1241,54,4781,53,2134,52,8318,51,All Students,Western Kentucky University,30,50,112,54,90,77,18,61,103,74,94,90,48,54,215,64,184,84,Student-Athletes,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,1017,47,3988,47,1403,53,5389,52,2420,50,9377,50,All Students,Western Kentucky University,47,45,177,53,163,72,27,59,130,72,129,89,74,50,307,61,292,80,Student-Athletes,Western Kentucky University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am. Ind./AN,20,30,40,35,20,45,46,48,40,38,86,42,All Students,Western Michigan University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Western Michigan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,39,41,151,45,31,55,114,61,70,47,265,52,All Students,Western Michigan University,0,-,0,-,***,***,0,-,3,67,***,***,0,-,3,67,***,***,Student-Athletes,Western Michigan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,130,42,427,38,140,46,549,49,270,44,976,44,All Students,Western Michigan University,13,38,43,47,41,59,5,80,16,75,16,81,18,50,59,54,57,65,Student-Athletes,Western Michigan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic,52,46,182,49,54,48,193,50,106,47,375,49,All Students,Western Michigan University,0,-,***,***,***,***,0,-,***,***,***,***,0,-,***,***,***,***,Student-Athletes,Western Michigan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Haw./PI,0,-,0,-,0,-,0,-,0,-,0,-,All Students,Western Michigan University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Western Michigan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-R Alien,20,85,80,54,13,69,57,46,33,79,137,50,All Students,Western Michigan University,4,100,14,71,16,88,0,-,5,60,5,100,4,100,19,68,21,90,Student-Athletes,Western Michigan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two or More,0,-,0,-,0,-,0,-,0,-,0,-,All Students,Western Michigan University,0,-,***,***,***,***,0,-,***,***,***,***,0,-,***,***,***,***,Student-Athletes,Western Michigan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,61,46,135,47,55,65,124,58,116,55,259,53,All Students,Western Michigan University,0,-,0,-,***,***,0,-,0,-,***,***,0,-,0,-,***,***,Student-Athletes,Western Michigan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,1401,53,6077,53,1437,59,6256,59,2838,56,12333,56,All Students,Western Michigan University,13,69,82,74,82,87,24,92,91,82,86,91,37,84,173,79,168,89,Student-Athletes,Western Michigan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,1723,52,7092,51,1750,58,7339,58,3473,55,14431,55,All Students,Western Michigan University,30,60,140,66,143,78,29,90,116,80,111,90,59,75,256,72,254,83,Student-Athletes,Western Michigan University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am. Ind./AN,5,60,18,44,6,17,23,22,11,36,41,32,All Students,Wichita State University,0,-,***,***,***,***,0,-,***,***,***,***,0,-,***,***,***,***,Student-Athletes,Wichita State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,34,71,149,50,27,74,142,56,61,72,291,53,All Students,Wichita State University,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,Student-Athletes,Wichita State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,30,30,107,23,37,38,178,29,67,34,285,27,All Students,Wichita State University,3,67,13,46,14,64,3,33,15,47,16,81,6,50,28,46,30,73,Student-Athletes,Wichita State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic,34,38,114,34,37,41,143,36,71,39,257,35,All Students,Wichita State University,***,***,4,0,4,50,***,***,5,80,7,86,***,***,9,44,11,73,Student-Athletes,Wichita State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Haw./PI,0,-,0,-,0,-,0,-,0,-,0,-,All Students,Wichita State University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Wichita State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-R Alien,26,31,122,39,19,53,55,44,45,40,177,41,All Students,Wichita State University,0,-,***,***,7,86,0,-,***,***,6,83,0,-,***,***,13,85,Student-Athletes,Wichita State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two or More,4,50,7,43,3,67,6,83,7,57,13,62,All Students,Wichita State University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Wichita State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,23,17,69,28,22,27,76,30,45,22,145,29,All Students,Wichita State University,0,-,***,***,3,67,0,-,***,***,3,100,0,-,***,***,6,83,Student-Athletes,Wichita State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,386,42,1466,40,450,52,1797,50,836,48,3263,45,All Students,Wichita State University,17,53,72,46,59,78,16,50,73,67,72,90,33,52,145,57,131,85,Student-Athletes,Wichita State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,542,42,2052,39,601,51,2420,47,1143,46,4472,43,All Students,Wichita State University,22,55,96,45,91,76,20,45,96,63,104,88,42,50,192,54,195,83,Student-Athletes,Wichita State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am. Ind./AN,***,***,18,94,***,***,19,84,***,***,37,89,All Students,William & Mary,0,-,0,-,***,***,0,-,0,-,***,***,0,-,0,-,***,***,Student-Athletes,William & Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,54,89,197,86,51,96,192,94,105,92,389,90,All Students,William & Mary,***,***,***,***,4,75,***,***,***,***,4,100,***,***,***,***,8,88,Student-Athletes,William & Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,29,69,131,76,58,88,221,87,87,82,352,83,All Students,William & Mary,5,80,25,68,24,71,0,-,5,100,5,100,5,80,30,73,29,76,Student-Athletes,William & Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic,30,90,123,85,53,96,184,95,83,94,307,91,All Students,William & Mary,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,Student-Athletes,William & Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Haw./PI,***,***,***,***,***,***,***,***,***,***,***,***,All Students,William & Mary,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,William & Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-R Alien,18,83,36,86,21,81,44,89,39,82,80,88,All Students,William & Mary,***,***,8,63,8,63,***,***,6,100,6,100,***,***,14,79,14,79,Student-Athletes,William & Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two or More,10,100,18,94,9,100,20,85,19,100,38,89,All Students,William & Mary,0,-,***,***,***,***,0,-,***,***,***,***,0,-,***,***,***,***,Student-Athletes,William & Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,106,80,***,***,126,90,***,***,232,85,***,***,All Students,William & Mary,4,50,18,72,21,86,6,83,17,88,19,89,10,70,35,80,40,88,Student-Athletes,William & Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,358,90,1648,90,402,93,1791,95,760,92,3439,93,All Students,William & Mary,21,81,94,80,119,92,28,93,110,87,131,96,49,88,204,84,250,94,Student-Athletes,William & Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,612,87,2537,87,729,92,2819,93,1341,90,5356,90,All Students,William & Mary,35,74,149,75,180,87,36,92,146,89,169,96,71,83,295,82,349,91,Student-Athletes,William & Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am. Ind./AN,***,***,***,***,***,***,***,***,***,***,***,***,All Students,Winthrop University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,6,50,13,38,9,100,47,72,15,80,60,65,All Students,Winthrop University,0,-,***,***,***,***,0,-,***,***,***,***,0,-,***,***,***,***,Student-Athletes,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,81,49,299,51,191,60,833,60,272,57,1132,57,All Students,Winthrop University,10,70,25,64,26,77,3,67,18,67,17,88,13,69,43,65,43,81,Student-Athletes,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic,6,50,16,38,20,60,65,58,26,58,81,54,All Students,Winthrop University,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,Student-Athletes,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Haw./PI,0,-,0,-,0,-,0,-,0,-,0,-,All Students,Winthrop University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-R Alien,17,35,29,55,6,33,38,53,23,35,67,54,All Students,Winthrop University,3,33,10,60,25,100,3,67,24,75,26,77,6,50,34,71,51,88,Student-Athletes,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two or More,0,-,0,-,0,-,0,-,0,-,0,-,All Students,Winthrop University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,***,***,***,***,***,***,***,***,***,***,***,***,All Students,Winthrop University,***,***,0,-,0,-,***,***,0,-,0,-,***,***,0,-,0,-,Student-Athletes,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,230,48,867,49,507,60,2048,57,737,56,2915,55,All Students,Winthrop University,14,36,73,45,63,78,16,88,68,72,62,94,30,63,141,58,125,86,Student-Athletes,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,340,48,1226,49,734,60,3042,58,1074,56,4268,55,All Students,Winthrop University,28,50,110,51,115,83,23,78,116,69,107,89,51,63,226,60,222,86,Student-Athletes,Winthrop University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am. Ind./AN,***,***,3,67,***,***,3,67,***,***,6,67,All Students,Wofford College,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Wofford College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,4,75,17,76,5,100,13,100,9,89,30,87,All Students,Wofford College,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,Student-Athletes,Wofford College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,14,86,50,68,11,91,30,90,25,88,80,76,All Students,Wofford College,***,***,28,64,24,79,***,***,3,100,3,100,***,***,31,68,27,81,Student-Athletes,Wofford College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic,7,100,10,90,4,100,13,92,11,100,23,91,All Students,Wofford College,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,Student-Athletes,Wofford College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Haw./PI,0,-,***,***,0,-,***,***,0,-,***,***,All Students,Wofford College,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Wofford College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-R Alien,***,***,7,71,***,***,4,75,***,***,11,73,All Students,Wofford College,***,***,***,***,4,100,***,***,***,***,0,-,***,***,***,***,4,100,Student-Athletes,Wofford College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two or More,***,***,***,***,***,***,***,***,***,***,***,***,All Students,Wofford College,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Wofford College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,***,***,8,63,***,***,9,56,***,***,17,59,All Students,Wofford College,0,-,3,0,***,***,0,-,0,-,***,***,0,-,3,0,***,***,Student-Athletes,Wofford College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,160,78,631,81,164,82,595,84,324,80,1226,82,All Students,Wofford College,33,76,128,78,113,96,18,83,63,83,56,96,51,78,191,80,169,96,Student-Athletes,Wofford College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,192,80,733,79,193,83,672,85,385,82,1405,82,All Students,Wofford College,45,80,166,75,146,93,20,85,68,82,61,97,65,82,234,77,207,94,Student-Athletes,Wofford College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am. Ind./AN,4,75,15,33,3,33,14,43,7,57,29,38,All Students,Wright State University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Wright State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,34,47,108,52,28,54,102,59,62,50,210,55,All Students,Wright State University,***,***,0,-,***,***,***,***,3,100,***,***,***,***,3,100,***,***,Student-Athletes,Wright State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,131,26,499,24,277,26,1038,26,408,26,1537,26,All Students,Wright State University,3,67,13,46,16,56,6,83,19,68,20,80,9,78,32,59,36,69,Student-Athletes,Wright State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic,23,48,78,45,28,50,81,48,51,49,159,47,All Students,Wright State University,0,-,***,***,***,***,0,-,***,***,***,***,0,-,***,***,***,***,Student-Athletes,Wright State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Haw./PI,***,***,***,***,***,***,***,***,***,***,***,***,All Students,Wright State University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Wright State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-R Alien,9,67,38,47,7,71,18,61,16,69,56,52,All Students,Wright State University,***,***,7,86,17,82,***,***,4,100,7,100,***,***,11,91,24,88,Student-Athletes,Wright State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two or More,26,58,50,50,26,50,64,55,52,54,114,53,All Students,Wright State University,***,***,0,-,***,***,***,***,3,67,***,***,***,***,3,67,***,***,Student-Athletes,Wright State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,***,***,***,***,***,***,***,***,***,***,***,***,All Students,Wright State University,0,-,***,***,0,-,0,-,***,***,0,-,0,-,***,***,0,-,Student-Athletes,Wright State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,778,40,3019,41,948,47,3689,48,1726,44,6708,45,All Students,Wright State University,22,77,68,65,74,81,25,76,75,73,83,77,47,77,143,69,157,79,Student-Athletes,Wright State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,1032,40,3943,39,1339,43,5169,44,2371,41,9112,42,All Students,Wright State University,27,78,90,63,110,77,35,77,105,73,118,80,62,77,195,69,228,79,Student-Athletes,Wright State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am. Ind./AN,***,***,7,86,***,***,8,88,***,***,15,87,All Students,Xavier University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Xavier University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,13,92,52,79,5,40,37,76,18,78,89,78,All Students,Xavier University,0,-,0,-,***,***,0,-,0,-,***,***,0,-,0,-,***,***,Student-Athletes,Xavier University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,30,50,115,63,49,59,216,65,79,56,331,64,All Students,Xavier University,***,***,10,80,10,90,***,***,11,73,15,80,***,***,21,76,25,84,Student-Athletes,Xavier University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic,14,57,51,73,24,75,71,75,38,68,122,74,All Students,Xavier University,0,-,5,80,***,***,0,-,3,67,***,***,0,-,8,75,***,***,Student-Athletes,Xavier University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Haw./PI,0,-,0,-,0,-,0,-,0,-,0,-,All Students,Xavier University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Xavier University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-R Alien,6,50,23,61,5,40,15,73,11,45,38,66,All Students,Xavier University,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,Student-Athletes,Xavier University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two or More,0,-,0,-,0,-,0,-,0,-,0,-,All Students,Xavier University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Xavier University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,***,***,13,62,***,***,13,69,***,***,26,65,All Students,Xavier University,0,-,***,***,***,***,0,-,***,***,***,***,0,-,***,***,***,***,Student-Athletes,Xavier University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,345,79,1246,77,355,80,1430,82,700,80,2676,80,All Students,Xavier University,25,84,84,76,70,93,29,76,103,82,86,98,54,80,187,79,156,96,Student-Athletes,Xavier University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,411,76,1507,75,441,77,1790,80,852,76,3297,78,All Students,Xavier University,27,81,102,76,88,92,34,76,117,80,103,95,61,79,219,79,191,94,Student-Athletes,Xavier University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am. Ind./AN,***,***,8,100,***,***,26,77,***,***,34,82,All Students,Yale University,0,-,0,-,***,***,0,-,0,-,***,***,0,-,0,-,***,***,Student-Athletes,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,77,96,293,96,107,100,363,99,184,98,656,98,All Students,Yale University,0,-,0,-,20,90,0,-,0,-,28,100,0,-,0,-,48,96,Student-Athletes,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,37,97,177,93,44,98,211,95,81,98,388,94,All Students,Yale University,0,-,0,-,35,100,0,-,0,-,26,100,0,-,0,-,61,100,Student-Athletes,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic,48,94,205,92,78,99,261,96,126,97,466,94,All Students,Yale University,0,-,0,-,24,96,0,-,0,-,18,100,0,-,0,-,42,98,Student-Athletes,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Haw./PI,***,***,***,***,***,***,***,***,***,***,***,***,All Students,Yale University,0,-,0,-,***,***,0,-,0,-,***,***,0,-,0,-,***,***,Student-Athletes,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-R Alien,65,95,228,93,53,98,209,98,118,97,437,96,All Students,Yale University,0,-,0,-,18,94,0,-,0,-,7,100,0,-,0,-,25,96,Student-Athletes,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two or More,33,94,79,94,38,100,104,98,71,97,183,96,All Students,Yale University,0,-,0,-,5,100,0,-,0,-,9,100,0,-,0,-,14,100,Student-Athletes,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,16,100,***,***,11,91,***,***,27,96,***,***,All Students,Yale University,0,-,0,-,39,97,0,-,0,-,32,100,0,-,0,-,71,99,Student-Athletes,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White,375,98,1416,98,322,99,1183,98,697,98,2599,98,All Students,Yale University,0,-,0,-,426,97,0,-,0,-,290,98,0,-,0,-,716,98,Student-Athletes,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,652,97,2654,96,661,99,2598,97,1313,98,5252,97,All Students,Yale University,0,-,0,-,569,97,0,-,0,-,415,99,0,-,0,-,984,98,Student-Athletes,Yale University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Am. Ind./AN,4,25,14,21,3,33,17,41,7,29,31,32,All Students,Youngstown State University,0,-,***,***,***,***,0,-,***,***,***,***,0,-,***,***,***,***,Student-Athletes,Youngstown State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asian,7,43,33,30,14,50,38,63,21,48,71,48,All Students,Youngstown State University,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,Student-Athletes,Youngstown State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black,139,7,441,10,175,8,592,10,314,8,1033,10,All Students,Youngstown State University,***,***,24,38,36,47,***,***,16,75,17,82,***,***,40,53,53,58,Student-Athletes,Youngstown State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hispanic,15,40,53,32,28,32,90,21,43,35,143,25,All Students,Youngstown State University,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,***,Student-Athletes,Youngstown State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nat. Haw./PI,0,-,0,-,0,-,0,-,0,-,0,-,All Students,Youngstown State University,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,Student-Athletes,Youngstown State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N-R Alien,4,75,13,31,5,80,20,60,9,78,33,48,All Students,Youngstown State University,***,***,5,20,5,40,***,***,12,58,12,92,***,***,17,47,17,76,Student-Athletes,Youngstown State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
